#Time : 09:24:16 07-17-2026
#File : ../data/cluster_2_MM.csv
#Number_of_genes : 16644
#Program : Standard
#MAX_RUNS : 40000
#Interrupt_runs : 1000
#Num_Patterns : 3
#Distribution : 
#Total_error : 346.023
#Total_running_time : 0d0h32m36.907s
#"patternTwoLT",0.235221 0.346652 0.450512 0.462725
#"",0.527846 0.254103 0.356239 0.354078
#"",0.305423  0.50533 0.299888 0.291268
row-0,0.386515,0.472315,0.430687,0.000333457
row-1,0.387179,0.472107,0.430206,0.000104361
row-2,0.391458,0.471685,0.427837,0.0222931
row-3,0.386615,0.472305,0.430569,0.000282091
row-4,0.38763,0.471582,0.430167,0.000202345
row-5,0.398701,0.471132,0.422894,0.0461288
row-6,0.412298,0.469962,0.4142,0.0105093
row-7,0.582068,0.458478,0.303425,0.0403222
row-8,0.433284,0.468942,0.400027,0.0361518
row-9,0.387416,0.472065,0.429796,0.000264136
row-10,0.387495,0.472083,0.429958,0.000237089
row-11,0.738189,0.447786,0.201881,0.015291
row-12,0.38749,0.471647,0.430285,0.000125618
row-13,0.387444,0.471944,0.429947,0.000190197
row-14,0.461322,0.466754,0.382379,0.0144327
row-15,0.386855,0.471765,0.43084,0.000242926
row-16,0.365904,0.311441,0.724246,0.0206495
row-17,0.413721,0.469876,0.413205,0.0201314
row-18,0.392057,0.471739,0.427119,0.0255662
row-19,0.387424,0.472049,0.429892,0.000161128
row-20,0.387347,0.472211,0.429872,0.000211561
row-21,0.00915177,0.813969,0.025129,0.104092
row-22,0.387555,0.471566,0.430389,0.000215776
row-23,0.387642,0.47173,0.429993,0.000234231
row-24,0.396255,0.47123,0.424459,0.0226431
row-25,0.471618,0.154154,0.914669,0.02058
row-26,0.466087,0.466619,0.378901,0.0141183
row-27,0.387131,0.472384,0.429947,0.000238595
row-28,0.387172,0.472177,0.430163,0.000152076
row-29,0.387336,0.471779,0.430303,9.8928e-05
row-30,0.143057,0.600379,0.396728,0.0363791
row-31,0.000394014,0.696659,0.326439,0.0618668
row-32,0.497408,0.464533,0.358394,0.0238949
row-33,0.548267,0.173587,0.822003,0.00341406
row-34,0.387179,0.471885,0.430468,5.63685e-05
row-35,0.38615,0.472716,0.430727,0.000492238
row-36,0.488376,0.464981,0.364511,0.0342354
row-37,0.387946,0.471659,0.430227,0.01329
row-38,0.397788,0.471245,0.423274,0.00997181
row-39,0.550675,0.46056,0.323937,0.0393414
row-40,0.413823,0.470205,0.412842,0.0138957
row-41,0.387807,0.471588,0.42993,0.000312703
row-42,0.329264,0.282614,0.802096,0.0277205
row-43,0.678028,0.452535,0.240151,0.0776133
row-44,0.553538,0.17269,0.818992,0.0496317
row-45,0.520535,0.462363,0.343716,0.0542149
row-46,0.387528,0.471732,0.430305,0.000193925
row-47,0.650183,0.453949,0.258847,0.0229373
row-48,0.835231,0.44143,0.138234,0.0100895
row-49,0.491788,0.302798,0.642051,0.0173211
row-50,0.0728614,0.746908,0.0155446,0.10139
row-51,0.38711,0.472042,0.430364,5.24056e-05
row-52,0.386831,0.47226,0.430466,0.000176556
row-53,0.387009,0.471765,0.430734,0.000160886
row-54,0.408308,0.470478,0.416712,0.0196527
row-55,0.387205,0.471551,0.430831,0.000200013
row-56,0.387323,0.471655,0.430501,0.000109001
