#Time : 20:28:15 07-16-2026
#File : ../data/cluster_1_MM.csv
#Number_of_genes : 16644
#Program : Standard
#MAX_RUNS : 40000
#Interrupt_runs : 1000
#Num_Patterns : 3
#Distribution : 
#Total_error : 622.396
#Total_running_time : 0d0h33m18.045s
#"patternOneLT",0.231723 0.438537 0.434193 0.417186
#"",0.458748 0.238661 0.280965 0.248989
#"", 0.33999 0.315745 0.283593 0.329903
row-0,0.423372,0.356606,0.369654,0.00168077
row-1,0.41004,0.341628,0.399462,0.000673155
row-2,0.38279,0.273967,0.509346,0.0341766
row-3,0.417698,0.349881,0.382588,0.000903927
row-4,0.55589,0.490641,0.0991193,0.054395
row-5,0.453186,0.315642,0.405083,0.0341716
row-6,0.438365,0.372984,0.33832,0.0192703
row-7,0.678353,0.399579,0.138518,0.0318847
row-8,0.704392,0.254231,0.31683,0.105589
row-9,0.124963,0.498945,0.381261,0.00861557
row-10,0.410118,0.341277,0.399829,0.000645173
row-11,0.154624,0.51954,0.333466,0.0334382
row-12,0.409505,0.34052,0.401376,0.000826903
row-13,0.427088,0.361436,0.361171,0.00219509
row-14,0.564939,0.42531,0.180853,0.0811205
row-15,0.413498,0.346304,0.390792,0.000432458
row-16,0.225732,0.539806,0.25767,0.0475959
row-17,0.346625,0.490269,0.2424,0.00160545
row-18,0.275551,0.322398,0.517108,0.0705483
row-19,0.42208,0.355507,0.372413,0.00131939
row-20,0.422881,0.356574,0.3705,0.00144331
row-21,0.357457,0.257024,0.549331,0.0417837
row-22,0.464877,0.396683,0.287505,0.00994896
row-23,0.326225,0.301524,0.510686,0.105049
row-24,0.256909,0.370738,0.464508,0.0352255
row-25,0.674362,0.423619,0.108738,0.0562254
row-26,0.36658,0.421716,0.321226,0.0239373
row-27,0.41322,0.346463,0.391011,0.00051262
row-28,0.415692,0.348435,0.38639,0.0579194
row-29,0.423235,0.357293,0.369057,0.0017325
row-30,0.316719,0.43885,0.33168,0.0629175
row-31,0.364882,0.404418,0.345734,0.0356222
row-32,0.398319,0.327342,0.427105,0.00281317
row-33,0.173031,0.48836,0.362931,0.12862
row-34,0.404973,0.335409,0.411384,0.00149109
row-35,0.42107,0.354375,0.374532,0.00124463
row-36,0.29571,0.268803,0.575507,0.136699
row-37,0.490072,0.227468,0.498852,0.0448657
row-38,0.413016,0.345708,0.391645,0.000376206
row-39,0.487897,0.208386,0.526135,0.0447415
row-40,0.403022,0.332358,0.416766,0.00196565
row-41,0.424084,0.357323,0.368559,0.0016982
row-42,0.60493,0.371512,0.226108,0.0420239
row-43,8.19537e-05,0.587734,0.141209,0.161303
row-44,0.678031,0.367887,0.181435,0.0205637
row-45,0.245428,0.338118,0.516299,0.118542
row-46,0.474409,0.417656,0.252887,0.00225901
row-47,0.618105,0.174895,0.483323,0.193056
row-48,0.446915,0.322514,0.399883,0.104097
row-49,0.481482,0.356101,0.332155,0.0574041
row-50,0.931723,0.0389463,0.450294,0.0339685
row-51,0.414296,0.34758,0.388549,0.000473971
row-52,0.4243,0.358297,0.367301,0.00172542
row-53,0.427326,0.361159,0.360906,0.00224217
row-54,0.589402,0.238209,0.416843,0.0641332
row-55,0.412099,0.344211,0.394568,0.000369122
row-56,0.412511,0.345419,0.392687,0.000355195
row-57,0.457537,0.316754,0.40069,0.0549002
row-58,0.408547,0.339502,0.403547,0.00104809
row-59,0.446935,0.384194,0.316703,0.00541685
row-60,0.404696,0.327671,0.421783,0.0263974
row-61,0.415412,0.34841,0.386747,0.000666493
row-62,0.416374,0.349481,0.384455,0.000652229
row-63,0.52162,0.403428,0.240116,0.0430938
row-64,0.420267,0.350924,0.378381,0.00137225
row-65,0.115181,0.56688,0.295779,0.0561715
row-66,0.109248,0.741891,0.0646876,0.102927
row-67,0.513498,0.180342,0.546902,0.060835
row-68,0.710092,0.268977,0.292866,0.00101583
row-69,0.410606,0.341469,0.39922,0.000672339
